x_value,total_1,total_2
5208,6707,3564
5209,6704,3567
5210,6708,3572
5211,6704,3568
5212,6707,3568
5213,6712,3570
5214,6709,3568
5215,6704,3565
5216,6703,3560
5217,6705,3563
5218,6700,3560
5219,6705,3557
5220,6708,3559
5221,6711,3559
5222,6716,3555
5223,6714,3551
5224,6720,3555
5225,6727,3553
5226,6722,3553
5227,6721,3551
5228,6719,3551
5229,6716,3557
5230,6719,3563
5231,6714,3560
5232,6712,3563
5233,6709,3569
5234,6712,3574
5235,6712,3570
5236,6719,3572
5237,6720,3572
5238,6718,3578
5239,6721,3582
5240,6716,3586
5241,6711,3586
5242,6719,3591
5243,6722,3597
5244,6720,3593
5245,6720,3599
5246,6722,3600
5247,6724,3603
5248,6727,3608
5249,6734,3604
5250,6732,3599
5251,6738,3603
5252,6734,3605
5253,6740,3605
5254,6736,3603
5255,6732,3599
5256,6733,3594
5257,6733,3594
5258,6733,3600
5259,6741,3596
5260,6735,3593
5261,6735,3598
5262,6734,3601
5263,6735,3607
5264,6743,3608
5265,6737,3614
5266,6731,3612
5267,6737,3610
5268,6742,3614
5269,6740,3609
5270,6748,3610
5271,6748,3610
5272,6742,3612
5273,6747,3615
5274,6752,3611
5275,6750,3617
5276,6750,3619
5277,6755,3619
5278,6750,3615
5279,6747,3613
5280,6745,3612
5281,6747,3615
5282,6751,3613
5283,6759,3613
5284,6766,3619
5285,6760,3618
5286,6757,3621
5287,6764,3620
5288,6760,3623
5289,6758,3624
5290,6760,3622
5291,6758,3628
5292,6763,3625
5293,6765,3629
5294,6762,3633
5295,6759,3630
5296,6765,3632
5297,6765,3638
5298,6762,3635
5299,6763,3638
5300,6765,3643
5301,6772,3641
5302,6767,3643
5303,6766,3638
5304,6762,3638
5305,6768,3641
5306,6773,3645
5307,6770,3651
5308,6774,3657
5309,6774,3652
5310,6772,3648
5311,6772,3652
5312,6770,3654
5313,6769,3656
5314,6777,3651
5315,6778,3654
5316,6781,3650
5317,6785,3645
5318,6792,3643
5319,6797,3638
5320,6803,3638
5321,6803,3641
5322,6808,3640
5323,6810,3636
5324,6808,3632
5325,6809,3630
5326,6810,3626
5327,6815,3626
5328,6815,3624
5329,6823,3627
5330,6823,3630
5331,6819,3630
5332,6815,3635
5333,6811,3638
5334,6807,3639
5335,6802,3643
5336,6800,3640
5337,6795,3641
5338,6792,3643
5339,6800,3645
5340,6794,3642
5341,6791,3642
5342,6790,3646
5343,6793,3642
5344,6789,3648
5345,6785,3653
5346,6791,3656
5347,6789,3653
5348,6786,3657
5349,6792,3660
5350,6793,3664
5351,6799,3669
5352,6806,3672
5353,6806,3668
5354,6806,3666
5355,6810,3666
5356,6804,3671
5357,6812,3676
5358,6817,3678
5359,6811,3683
5360,6806,3680
5361,6807,3683
5362,6806,3688
5363,6808,3689
5364,6815,3692
5365,6813,3689
5366,6809,3685
5367,6816,3687
5368,6820,3685
5369,6815,3682
5370,6823,3688
5371,6827,3691
5372,6834,3686
5373,6841,3690
5374,6842,3694
5375,6838,3691
5376,6838,3693
5377,6838,3688
5378,6840,3693
5379,6835,3692
5380,6831,3698
5381,6833,3703
5382,6839,3700
5383,6833,3705
5384,6833,3701
5385,6834,3697
5386,6834,3698
5387,6836,3704
5388,6830,3701
5389,6838,3699
5390,6845,3698
5391,6852,3702
5392,6855,3701
5393,6852,3703
5394,6852,3701
5395,6856,3700
5396,6856,3695
5397,6863,3696
5398,6867,3698
5399,6863,3701
5400,6865,3700
5401,6860,3702
5402,6865,3707
5403,6865,3704
5404,6859,3702
5405,6861,3699
5406,6869,3702
5407,6871,3702
5408,6871,3708
5409,6870,3705
5410,6869,3700
5411,6873,3703
5412,6877,3704
5413,6877,3709
5414,6881,3708
5415,6881,3710
5416,6883,3706
5417,6887,3706
5418,6893,3709
5419,6901,3714
5420,6903,3719
5421,6902,3715
5422,6909,3717
5423,6910,3720
5424,6916,3718
5425,6915,3720
5426,6910,3715
5427,6913,3720
5428,6921,3716
5429,6921,3717
5430,6927,3717
5431,6922,3720
5432,6918,3720
5433,6919,3719
5434,6917,3716
5435,6921,3714
5436,6928,3720
5437,6924,3725
5438,6926,3727
5439,6934,3728
5440,6936,3724
5441,6930,3725
5442,6933,3722
5443,6932,3719
5444,6934,3714
5445,6941,3716
5446,6941,3722
5447,6949,3727
5448,6954,3725
5449,6949,3729
5450,6956,3733
5451,6951,3734
5452,6952,3730
5453,6960,3731
5454,6966,3732
5455,6962,3738
5456,6961,3742
5457,6968,3744
5458,6972,3741
5459,6980,3737
5460,6982,3733
5461,6977,3739
5462,6985,3742
5463,6984,3744
5464,6980,3744
5465,6985,3748
5466,6980,3749
5467,6979,3746
5468,6980,3742
5469,6986,3740
5470,6988,3738
5471,6985,3739
5472,6983,3736
5473,6981,3740
5474,6989,3739
5475,6984,3736
5476,6992,3734
5477,6990,3740
5478,6998,3744
5479,6999,3742
5480,6999,3742
5481,6995,3743
5482,7000,3746
5483,7004,3741
5484,7008,3744
5485,7006,3740
5486,7009,3739
5487,7008,3742
5488,7002,3747
5489,7006,3747
5490,7003,3753
5491,7006,3751
5492,7005,3757
5493,6999,3762
5494,7000,3766
5495,6999,3768
5496,7005,3774
5497,6999,3770
5498,6998,3774
5499,6997,3779
5500,6995,3778
5501,7002,3778
5502,6998,3774
5503,7001,3774
5504,7006,3775
5505,7014,3777
5506,7020,3772
5507,7028,3775
5508,7030,3779
5509,7028,3782
5510,7035,3788
5511,7034,3789
5512,7033,3795
5513,7039,3797
5514,7039,3797
5515,7042,3802
5516,7050,3802
5517,7045,3798
5518,7040,3795
5519,7044,3796
5520,7045,3801
5521,7048,3804
5522,7047,3804
5523,7044,3805
5524,7049,3800
5525,7055,3796
5526,7052,3791
5527,7052,3793
5528,7058,3797
5529,7058,3801
5530,7059,3806
5531,7060,3805
5532,7057,3801
5533,7053,3797
5534,7048,3794
5535,7044,3798
5536,7048,3801
5537,7046,3798
5538,7054,3794
5539,7048,3792
5540,7044,3792
5541,7046,3789
5542,7041,3784
5543,7042,3785
5544,7039,3780
5545,7037,3776
5546,7041,3778
5547,7037,3784
5548,7043,3782
5549,7043,3783
5550,7049,3789
5551,7044,3787
5552,7044,3786
5553,7045,3781
5554,7041,3779
5555,7046,3780
5556,7052,3783
5557,7050,3782
5558,7044,3782
5559,7044,3779
5560,7046,3782
5561,7043,3783
5562,7051,3782
5563,7054,3782
5564,7051,3787
5565,7047,3787
5566,7046,3789
5567,7054,3786
5568,7058,3784
5569,7058,3787
5570,7059,3792
5571,7055,3795
5572,7061,3801
5573,7061,3798
5574,7061,3801
5575,7067,3798
5576,7075,3799
5577,7069,3803
5578,7076,3804
5579,7083,3805
5580,7077,3808
5581,7075,3804
5582,7073,3809
5583,7079,3806
5584,7082,3809
5585,7079,3808
5586,7083,3804
5587,7085,3802
5588,7083,3798
5589,7091,3803
5590,7096,3808
5591,7104,3809
5592,7103,3806
5593,7097,3805
5594,7092,3800
5595,7089,3803
5596,7083,3806
5597,7084,3804
5598,7082,3808
5599,7083,3808
5600,7086,3804
5601,7088,3804
5602,7083,3805
5603,7091,3805
5604,7091,3802
5605,7086,3803
5606,7090,3805
5607,7084,3808
5608,7080,3806
5609,7081,3805
5610,7079,3810
5611,7081,3806
5612,7078,3806
5613,7073,3807
5614,7077,3802
5615,7080,3805
5616,7077,3807
5617,7078,3808
5618,7075,3805
5619,7070,3808
5620,7066,3813
5621,7069,3809
5622,7068,3805
5623,7070,3802
5624,7065,3804
5625,7065,3799
5626,7063,3805
5627,7064,3803
5628,7061,3809
5629,7060,3807
5630,7055,3807
5631,7061,3811
5632,7057,3812
5633,7052,3807
5634,7059,3809
5635,7066,3814
5636,7072,3818
5637,7070,3815
5638,7078,3814
5639,7086,3818
5640,7089,3818
5641,7089,3816
5642,7097,3814
5643,7103,3817
5644,7106,3816
5645,7103,3812
5646,7105,3810
5647,7110,3809
5648,7105,3804
5649,7100,3809
5650,7106,3813
5651,7111,3808
5652,7119,3808
5653,7116,3804
5654,7115,3801
5655,7112,3804
5656,7107,3806
5657,7105,3812
5658,7108,3815
5659,7109,3816
5660,7109,3816
5661,7114,3815
5662,7118,3812
5663,7119,3811
5664,7113,3812
5665,7111,3817
5666,7107,3820
5667,7106,3824
5668,7103,3823
5669,7110,3820
5670,7111,3820
5671,7117,3824
5672,7111,3827
5673,7107,3825
5674,7106,3827
5675,7111,3828
5676,7107,3826
5677,7103,3828
5678,7107,3832
5679,7114,3834
5680,7111,3840
5681,7118,3844
5682,7124,3844
5683,7120,3850
5684,7118,3854
5685,7114,3849
5686,7120,3848
5687,7115,3843
5688,7118,3845
5689,7112,3845
5690,7111,3846
5691,7118,3850
5692,7112,3854
5693,7106,3852
5694,7111,3852
5695,7118,3855
5696,7119,3854
5697,7118,3855
5698,7120,3851
5699,7120,3849
5700,7123,3848
5701,7131,3854
5702,7126,3853
5703,7132,3855
5704,7131,3857
5705,7127,3862
5706,7122,3863
5707,7118,3858
5708,7124,3860
5709,7132,3866
5710,7133,3871
5711,7131,3876
5712,7126,3873
5713,7133,3873
5714,7136,3872
5715,7133,3878
5716,7134,3873
5717,7138,3876
5718,7142,3881
5719,7136,3876
5720,7141,3875
5721,7142,3873
5722,7145,3878
5723,7152,3875
5724,7147,3881
5725,7151,3887
5726,7145,3885
5727,7140,3883
5728,7144,3884
5729,7151,3881
5730,7157,3876
5731,7156,3878
5732,7157,3878
5733,7155,3882
5734,7150,3881
5735,7151,3876
5736,7159,3875
5737,7160,3881
5738,7155,3879
5739,7160,3880
5740,7164,3881
5741,7163,3880
5742,7158,3884
5743,7152,3879
5744,7156,3877
5745,7160,3878
5746,7160,3883
5747,7159,3883
5748,7166,3885
5749,7169,3884
5750,7174,3885
5751,7177,3881
5752,7175,3882
5753,7183,3886
5754,7187,3884
5755,7190,3883
5756,7196,3880
5757,7196,3882
5758,7199,3882
5759,7195,3885
5760,7197,3885
5761,7195,3891
5762,7189,3890
5763,7186,3890
5764,7187,3890
5765,7195,3896
5766,7192,3895
5767,7188,3900
5768,7184,3904
5769,7185,3909
5770,7180,3907
5771,7178,3907
5772,7185,3904
5773,7192,3908
5774,7198,3904
5775,7203,3909
5776,7199,3908
5777,7194,3910
5778,7192,3906
5779,7195,3905
5780,7197,3901
5781,7201,3903
5782,7202,3907
5783,7208,3902
5784,7207,3897
5785,7213,3902
5786,7211,3901
5787,7210,3903
5788,7212,3909
5789,7211,3915
5790,7206,3910
5791,7206,3906
5792,7206,3903
5793,7204,3903
5794,7209,3908
5795,7217,3911
5796,7222,3913
5797,7220,3914
5798,7222,3915
5799,7220,3911
5800,7217,3913
5801,7219,3909
5802,7224,3909
5803,7218,3914
5804,7213,3910
5805,7211,3912
5806,7213,3910
5807,7218,3907
5808,7225,3903
5809,7228,3901
5810,7223,3899
5811,7225,3897
5812,7219,3898
5813,7223,3899
5814,7231,3897
5815,7232,3893
5816,7230,3896
5817,7233,3891
5818,7228,3891
5819,7225,3895
5820,7221,3890
5821,7218,3893
5822,7219,3899
5823,7217,3903
5824,7215,3902
5825,7219,3901
5826,7227,3896
5827,7226,3901
5828,7234,3896
5829,7230,3895
5830,7226,3899
5831,7233,3895
5832,7233,3893
5833,7238,3889
5834,7246,3895
5835,7253,3900
5836,7258,3903
5837,7266,3902
5838,7264,3899
5839,7272,3896
5840,7269,3896
5841,7276,3900
5842,7283,3897
5843,7291,3894
5844,7291,3896
5845,7298,3900
5846,7296,3897
5847,7303,3899
5848,7309,3903
5849,7313,3899
5850,7320,3897
5851,7327,3903
5852,7322,3902
5853,7323,3904
5854,7331,3905
5855,7336,3902
5856,7339,3897
5857,7345,3902
5858,7341,3906
5859,7336,3906
5860,7341,3909
5861,7339,3905
5862,7337,3908
5863,7334,3912
5864,7328,3910
5865,7324,3910
5866,7330,3907
5867,7335,3905
5868,7342,3905
5869,7340,3909
5870,7337,3913
5871,7345,3917
5872,7350,3917
5873,7344,3914
5874,7339,3913
5875,7341,3914
5876,7343,3914
5877,7349,3911
5878,7348,3907
5879,7351,3903
5880,7351,3899
5881,7355,3903
5882,7351,3909
5883,7359,3905
5884,7353,3905
5885,7355,3910
5886,7350,3914
5887,7357,3915
5888,7357,3917
5889,7355,3915
5890,7358,3915
5891,7366,3912
5892,7366,3916
5893,7372,3922
5894,7371,3921
5895,7373,3923
5896,7377,3922
5897,7371,3926
5898,7373,3931
5899,7375,3934
5900,7373,3930
5901,7375,3936
5902,7381,3934
5903,7385,3937
5904,7388,3937
5905,7384,3939
5906,7387,3942
5907,7384,3943
5908,7383,3949
5909,7385,3946
5910,7382,3946
5911,7381,3947
5912,7389,3951
5913,7394,3946
5914,7393,3948
5915,7391,3946
5916,7385,3949
5917,7389,3951
5918,7393,3953
5919,7401,3950
5920,7406,3956
5921,7410,3961
5922,7405,3956
5923,7403,3962
5924,7400,3959
5925,7407,3957
5926,7413,3963
5927,7416,3964
5928,7424,3960
5929,7429,3962
5930,7425,3957
5931,7425,3963
5932,7431,3964
5933,7437,3968
5934,7443,3967
5935,7441,3968
5936,7440,3964
5937,7434,3970
5938,7438,3965
5939,7442,3964
5940,7445,3965
5941,7445,3964
5942,7453,3970
5943,7452,3967
5944,7457,3971
5945,7457,3977
5946,7458,3974
5947,7464,3976
5948,7463,3982
5949,7469,3984
5950,7473,3990
5951,7472,3996
5952,7473,4001
5953,7471,3997
5954,7475,3997
5955,7475,3995
5956,7482,3999
5957,7481,4004
5958,7477,4009
5959,7479,4006
5960,7478,4012
5961,7483,4016
5962,7484,4019
5963,7485,4021
5964,7486,4023
5965,7485,4026
5966,7485,4030
5967,7490,4033
5968,7484,4037
5969,7479,4037
5970,7485,4043
5971,7483,4049
5972,7482,4053
5973,7476,4048
5974,7482,4049
5975,7488,4055
5976,7495,4060
5977,7496,4058
5978,7490,4062
5979,7489,4060
5980,7489,4062
5981,7490,4065
5982,7484,4065
5983,7483,4063
5984,7480,4068
5985,7477,4063
5986,7482,4062
5987,7489,4058
5988,7485,4061
5989,7479,4060
5990,7487,4062
5991,7481,4062
5992,7482,4060
5993,7490,4064
5994,7496,4065
5995,7500,4065
5996,7507,4070
5997,7515,4067
5998,7520,4062
5999,7518,4068
6000,7515,4063
6001,7522,4058
6002,7528,4057
6003,7533,4052
6004,7534,4051
6005,7542,4056
6006,7548,4059
6007,7542,4063
6008,7539,4066
6009,7541,4063
6010,7536,4062
6011,7533,4066
6012,7534,4067
6013,7542,4062
6014,7544,4067
6015,7546,4062
6016,7543,4061
6017,7549,4058
6018,7546,4061
6019,7544,4058
6020,7549,4054
6021,7544,4053
6022,7546,4055
6023,7543,4051
6024,7545,4052
6025,7549,4056
6026,7544,4060
6027,7549,4062
6028,7543,4066
6029,7539,4063
6030,7546,4063
6031,7547,4066
6032,7555,4062
6033,7555,4068
6034,7562,4063
6035,7559,4066
6036,7562,4063
6037,7566,4069
6038,7561,4075
6039,7569,4078
6040,7565,4074
6041,7559,4075
6042,7558,4075
6043,7555,4074
6044,7558,4080
6045,7564,4081
6046,7570,4079
6047,7576,4082
6048,7572,4088
6049,7568,4086
6050,7566,4088
6051,7564,4085
6052,7566,4085
6053,7572,4089
6054,7566,4087
6055,7569,4087
6056,7567,4092
6057,7575,4089
6058,7582,4094
6059,7578,4096
6060,7583,4096
6061,7579,4102
6062,7580,4103
6063,7583,4098
6064,7591,4103
6065,7585,4105
6066,7592,4110
6067,7593,4108
6068,7591,4114
6069,7591,4114
6070,7590,4117
6071,7591,4119
6072,7586,4116
6073,7582,4111
6074,7580,4115
6075,7582,4119
6076,7582,4120
6077,7589,4117
6078,7592,4113
6079,7597,4118
6080,7591,4121
6081,7591,4123
6082,7591,4129
6083,7588,4125
6084,7582,4122
6085,7589,4127
6086,7591,4123
6087,7592,4121
6088,7595,4118
6089,7592,4122
6090,7596,4119
6091,7604,4124
6092,7599,4122
6093,7593,4119
6094,7592,4114
6095,7589,4116
6096,7589,4111
6097,7591,4107
6098,7589,4111
6099,7597,4108
6100,7600,4104
6101,7594,4109
6102,7602,4110
6103,7598,4111
6104,7602,4113
6105,7599,4110
6106,7597,4114
6107,7591,4111
6108,7588,4110
6109,7591,4106
6110,7591,4106
6111,7599,4103
6112,7603,4100
6113,7605,4098
6114,7609,4096
6115,7611,4095
6116,7616,4090
6117,7610,4086
6118,7608,4086
6119,7603,4089
6120,7610,4092
6121,7614,4093
6122,7618,4098
6123,7617,4095
6124,7612,4095
6125,7612,4098
6126,7607,4099
6127,7606,4100
6128,7600,4099
6129,7597,4104
6130,7596,4106
6131,7598,4107
6132,7595,4109
6133,7600,4108
6134,7594,4111
6135,7594,4117
6136,7596,4121
6137,7590,4117
6138,7592,4118
6139,7588,4120
6140,7582,4121
6141,7589,4116
6142,7583,4115
6143,7580,4110
6144,7584,4115
6145,7578,4111
6146,7573,4108
6147,7572,4105
6148,7566,4102
6149,7573,4102
6150,7567,4105
6151,7567,4109
6152,7570,4108
6153,7571,4110
6154,7575,4112
6155,7582,4107
6156,7587,4110
6157,7582,4114
6158,7583,4113
6159,7585,4118
6160,7592,4122
6161,7598,4122
6162,7600,4126
6163,7594,4129
6164,7590,4131
6165,7594,4129
6166,7599,4132
6167,7595,4137
6168,7598,4142
6169,7606,4142
6170,7611,4141
6171,7610,4138
6172,7617,4142
6173,7619,4142
6174,7622,4140
6175,7619,4141
6176,7618,4147
6177,7615,4148
6178,7621,4151
6179,7618,4149
6180,7619,4155
6181,7620,4154
6182,7614,4153
6183,7620,4159
6184,7619,4159
6185,7617,4158
6186,7613,4162
6187,7616,4158
6188,7618,4155
6189,7622,4157
6190,7628,4161
6191,7628,4166
6192,7633,4167
6193,7634,4167
6194,7638,4173
6195,7643,4170
6196,7648,4166
6197,7642,4168
6198,7646,4165
6199,7654,4168
6200,7655,4173
6201,7662,4179
6202,7658,4181
6203,7656,4184
6204,7656,4187
6205,7664,4183
6206,7669,4189
6207,7664,4188
6208,7659,4186
6209,7654,4189
6210,7661,4187
6211,7663,4190
6212,7664,4190
6213,7669,4188
6214,7667,4192
6215,7662,4189
6216,7666,4191
6217,7662,4188
6218,7668,4191
6219,7672,4197
6220,7673,4194
6221,7674,4199
6222,7670,4204
6223,7678,4199
6224,7683,4197
6225,7684,4198
6226,7679,4196
6227,7680,4202
6228,7680,4202
6229,7674,4207
6230,7669,4208
6231,7665,4204
6232,7664,4205
6233,7669,4210
6234,7670,4206
6235,7678,4209
6236,7676,4210
6237,7683,4214
6238,7691,4217
6239,7689,4215
6240,7694,4221
6241,7699,4222
6242,7705,4219
6243,7713,4215
6244,7716,4212
6245,7716,4217
6246,7718,4212
6247,7714,4214
6248,7713,4215
6249,7714,4213
6250,7721,4212
6251,7722,4212
6252,7729,4216
6253,7737,4214
6254,7736,4210
6255,7730,4212
6256,7729,4214
6257,7725,4220
6258,7720,4221
6259,7722,4218
6260,7730,4220
6261,7732,4216
6262,7733,4211
6263,7735,4209
6264,7742,4211
6265,7747,4207
6266,7750,4209
6267,7756,4215
6268,7758,4214
6269,7766,4209
6270,7764,4209
6271,7761,4213
6272,7757,4213
6273,7754,4212
6274,7755,4216
6275,7755,4211
6276,7756,4216
6277,7763,4219
6278,7770,4215
6279,7772,4215
6280,7776,4217
6281,7784,4214
6282,7789,4216
6283,7794,4220
6284,7799,4225
6285,7798,4224
6286,7806,4226
6287,7801,4226
6288,7805,4228
6289,7811,4227
6290,7812,4227
6291,7810,4229
6292,7810,4230
6293,7811,4225
6294,7813,4222
6295,7820,4224
6296,7819,4223
6297,7813,4222
6298,7812,4226
6299,7806,4224
6300,7812,4219
6301,7820,4225
6302,7826,4230
6303,7826,4236
6304,7824,4240
6305,7826,4235
6306,7833,4241
6307,7833,4242
6308,7840,4247
6309,7848,4250
6310,7855,4245
6311,7857,4250
6312,7862,4255
6313,7865,4260
6314,7870,4260
6315,7864,4259
6316,7868,4264
6317,7876,4268
6318,7876,4269
6319,7879,4271
6320,7885,4269
6321,7891,4270
6322,7887,4267
6323,7893,4263
6324,7892,4265
6325,7892,4270
6326,7900,4268
6327,7898,4274
6328,7892,4279
6329,7896,4279
6330,7894,4278
6331,7892,4281
6332,7896,4280
6333,7891,4281
6334,7894,4282
6335,7890,4279
6336,7892,4280
6337,7898,4275
6338,7902,4270
6339,7901,4265
6340,7895,4270
6341,7893,4268
6342,7892,4270
6343,7889,4274
6344,7884,4270
6345,7888,4265
6346,7893,4260
6347,7892,4258
6348,7893,4253
6349,7896,4257
6350,7891,4255
6351,7896,4259
6352,7893,4255
6353,7892,4251
6354,7887,4250
6355,7883,4248
6356,7890,4250
6357,7897,4255
6358,7901,4252
6359,7896,4250
6360,7892,4247
6361,7900,4244
6362,7900,4240
6363,7899,4242
6364,7903,4238
6365,7908,4239
6366,7905,4245
6367,7902,4242
6368,7901,4241
6369,7899,4244
6370,7905,4249
6371,7908,4255
6372,7908,4260
6373,7905,4255
6374,7910,4257
6375,7915,4256
6376,7917,4260
6377,7923,4261
6378,7929,4264
6379,7937,4268
6380,7931,4270
6381,7933,4274
6382,7930,4278
6383,7936,4284
6384,7934,4279
6385,7933,4279
6386,7934,4283
6387,7935,4283
6388,7936,4288
6389,7935,4289
6390,7940,4291
6391,7936,4288
6392,7930,4285
6393,7931,4288
6394,7933,4287
6395,7941,4292
6396,7942,4295
6397,7949,4295
6398,7955,4297
6399,7961,4296
6400,7965,4292
6401,7970,4294
6402,7972,4296
6403,7978,4301
6404,7974,4296
6405,7975,4300
6406,7982,4306
6407,7978,4308
6408,7985,4311
6409,7980,4312
6410,7977,4318
6411,7972,4321
6412,7976,4325
6413,7982,4321
6414,7988,4316
6415,7991,4319
6416,7986,4315
6417,7990,4314
6418,7996,4311
6419,7997,4311
6420,7997,4310
6421,7996,4314
6422,8004,4311
6423,8000,4306
6424,8007,4302
6425,8015,4302
6426,8011,4298
6427,8015,4299
6428,8022,4299
6429,8027,4304
6430,8031,4310
6431,8033,4314
6432,8038,4311
6433,8035,4310
6434,8033,4305
6435,8038,4303
6436,8044,4308
6437,8039,4314
6438,8043,4320
6439,8041,4319
6440,8037,4323
6441,8035,4318
6442,8039,4316
6443,8043,4311
6444,8043,4316
6445,8041,4319
6446,8035,4325
6447,8035,4328
6448,8039,4324
6449,8038,4329
6450,8036,4330
6451,8034,4336
6452,8031,4338
6453,8029,4338
6454,8034,4339
6455,8030,4345
6456,8028,4351
6457,8031,4347
6458,8032,4349
6459,8026,4344
6460,8025,4344
6461,8019,4350
6462,8013,4353
6463,8015,4356
6464,8023,4355
6465,8017,4356
6466,8012,4358
